<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160111,000000,1.0935000,1.0935500,1.0868500,1.0884000,10767000
20160112,000000,1.0896000,1.0909000,1.0850000,1.0872500,880000
20160113,000000,1.0829500,1.0842000,1.0803500,1.0830000,15532000
20160114,000000,1.0859000,1.0942500,1.0859000,1.0940000,961000
20160115,000000,1.0880000,1.0921500,1.0880000,1.0895000,849000
20160119,000000,1.0871000,1.0886500,1.0860500,1.0863000,3449000
20160120,000000,1.0955000,1.0962000,1.0913500,1.0918000,4632000
20160121,000000,1.0911500,1.1150000,1.0886500,1.0907000,3697000
20160122,000000,1.0825000,1.0845000,1.0815500,1.0830000,1696000
20160125,000000,1.0814000,1.0833500,1.0813000,1.0823500,6778000
20160126,000000,1.0856500,1.0871500,1.0822500,1.0822500,3403000
20160127,000000,1.0865500,1.0877500,1.0857500,1.0873500,705000
20160128,000000,1.0875000,1.0916000,1.0870500,1.0911000,31790000
20160129,000000,1.0894500,1.0921000,1.0890000,1.0920000,3745000
20160201,000000,1.0854000,1.0867500,1.0847000,1.0867500,9144000
20160202,000000,1.0906500,1.0918000,1.0896000,1.0916500,13982000
20160203,000000,1.0914000,1.0929000,1.0905500,1.0926000,2124000
20160204,000000,1.1078000,1.1183500,1.1070500,1.1170500,10491000
20160205,000000,1.1197000,1.1205500,1.1184000,1.1193500,7024000
20160208,000000,1.1138000,1.1180000,1.1118500,1.1127000,7860000
20160209,000000,1.1199000,1.1221000,1.1168500,1.1220500,4860000
20160210,000000,1.1281000,1.1300000,1.1244000,1.1258000,5108000
20160211,000000,1.1288000,1.1350000,1.1280000,1.1321000,2721000
20160212,000000,1.1317500,1.1328000,1.1269000,1.1277000,5563000
20160216,000000,1.1160000,1.1191000,1.1154000,1.1158000,3718000
20160217,000000,1.1164000,1.1178000,1.1129500,1.1145500,11582000
20160218,000000,1.1148500,1.1148500,1.1111000,1.1113500,20816000
20160219,000000,1.1112500,1.1133000,1.1081000,1.1100000,4823000
20160224,000000,1.1016000,1.1016000,1.0960500,1.0960500,9651000
20160225,000000,1.1032000,1.1032000,1.1008000,1.1032000,6975000
20160226,000000,1.1051000,1.1065000,1.1006000,1.1024000,13132000
20160229,000000,1.0943500,1.0956000,1.0881000,1.0883500,13054000
20160301,000000,1.0890000,1.0899000,1.0851000,1.0876500,6201000
20160302,000000,1.0852000,1.0876000,1.0849000,1.0849000,3056000
20160303,000000,1.0864000,1.0880500,1.0860000,1.0880500,5037000
20160304,000000,1.0946500,1.0987500,1.0934500,1.0980000,7685000
20160309,000000,1.0980000,1.0985500,1.0958500,1.0970000,4997000
20160310,000000,1.0973000,1.0982500,1.0961000,1.0975000,16220000
20160311,000000,1.1173500,1.1173500,1.1084000,1.1100000,9941000
20160314,000000,1.1158000,1.1160000,1.1099500,1.1099500,10373000
20160315,000000,1.1103500,1.1120500,1.1075500,1.1096500,10492000
20160316,000000,1.1092000,1.1096000,1.1079500,1.1087000,6077000
20160317,000000,1.1234500,1.1337500,1.1234500,1.1326000,8295000
20160318,000000,1.1292000,1.1292000,1.1259000,1.1277500,7925000
20160321,000000,1.1265500,1.1282500,1.1238500,1.1276500,8642000
20160322,000000,1.1248000,1.1250000,1.1192000,1.1219500,13198000
20160323,000000,1.1189500,1.1198000,1.1180500,1.1192000,15511000
20160324,000000,1.1161500,1.1180000,1.1146500,1.1157500,16019000
20160329,000000,1.1188500,1.1214000,1.1175000,1.1198500,66114000
20160330,000000,1.1304000,1.1333500,1.1304000,1.1330500,1706000
20160331,000000,1.1330500,1.1393500,1.1325000,1.1393500,4296000
20160401,000000,1.1381500,1.1425000,1.1377000,1.1425000,5109000
20160404,000000,1.1387000,1.1393000,1.1360000,1.1375500,70718000
20160405,000000,1.1371000,1.1371000,1.1354000,1.1363000,5355000
20160406,000000,1.1360500,1.1368500,1.1343000,1.1343000,4676000
20160407,000000,1.1440000,1.1443000,1.1375000,1.1380500,4471000
20160408,000000,1.1362500,1.1391500,1.1351500,1.1361500,4569000
20160411,000000,1.1413000,1.1413000,1.1378500,1.1399000,13640000
20160412,000000,1.1423500,1.1460500,1.1396500,1.1413000,13873000
20160413,000000,1.1346500,1.1361000,1.1300500,1.1302500,5175000
20160414,000000,1.1255000,1.1270500,1.1239500,1.1257000,66144000
20160415,000000,1.1246000,1.1286000,1.1246000,1.1281000,3357000
20160418,000000,1.1292000,1.1308000,1.1292000,1.1304500,4922000
20160419,000000,1.1333500,1.1347000,1.1320000,1.1341000,17265000
20160420,000000,1.1356000,1.1380000,1.1352500,1.1380000,13090000
20160421,000000,1.1298500,1.1342000,1.1286500,1.1328500,13400000
20160422,000000,1.1284500,1.1285000,1.1262000,1.1266000,8923000
20160425,000000,1.1233000,1.1260000,1.1233000,1.1250500,6436000
20160426,000000,1.1260500,1.1297500,1.1260500,1.1273000,11089000
20160427,000000,1.1325000,1.1331500,1.1303000,1.1303000,5402000
20160428,000000,1.1360500,1.1364000,1.1345000,1.1351000,7417000
20160429,000000,1.1401500,1.1409000,1.1375000,1.1385500,21958000
20160504,000000,1.1492000,1.1550000,1.1471500,1.1504000,14586000
20160505,000000,1.1474500,1.1478000,1.1420000,1.1431500,9009000
20160506,000000,1.1420500,1.1429000,1.1410000,1.1425500,6364000
20160510,000000,1.1383000,1.1394000,1.1364500,1.1370000,2925000
20160511,000000,1.1393500,1.1400000,1.1385000,1.1398500,7681000
20160512,000000,1.1412000,1.1413000,1.1382000,1.1382000,14956000
20160513,000000,1.1340000,1.1354500,1.1329500,1.1352000,14931000
20160516,000000,1.1319500,1.1330000,1.1307000,1.1319500,18876000
20160517,000000,1.1328000,1.1334000,1.1318000,1.1321500,7220000
20160518,000000,1.1275000,1.1287000,1.1257500,1.1285000,5506000
20160519,000000,1.1218500,1.1226000,1.1193000,1.1193000,9606000
20160520,000000,1.1216000,1.1225500,1.1209000,1.1211000,24765000
20160523,000000,1.1236000,1.1236000,1.1203500,1.1210500,26834000
20160524,000000,1.1204000,1.1208000,1.1173000,1.1177000,7119000
20160525,000000,1.1155500,1.1155500,1.1138000,1.1150000,7199000
20160526,000000,1.1170000,1.1188500,1.1166500,1.1169500,16594000
20160527,000000,1.1181000,1.1183000,1.1166000,1.1166000,3432000
20160531,000000,1.1129000,1.1164000,1.1123500,1.1158500,20693000
20160601,000000,1.1127500,1.1170000,1.1127500,1.1170000,3465000
20160602,000000,1.1195000,1.1215000,1.1184000,1.1184000,4011000
20160603,000000,1.1151500,1.1155000,1.1137000,1.1141000,9496000
20160606,000000,1.1340000,1.1361000,1.1336500,1.1343000,8552000
20160607,000000,1.1359000,1.1377500,1.1344000,1.1347000,6283000
20160608,000000,1.1375000,1.1385000,1.1364000,1.1383000,12047000
20160609,000000,1.1395000,1.1401000,1.1335000,1.1340500,10056000
20160610,000000,1.1304500,1.1319500,1.1283000,1.1305500,13507000
20160614,000000,1.1260000,1.1260000,1.1211000,1.1226500,18616000
20160615,000000,1.1225000,1.1231500,1.1210500,1.1227000,14176000
20160616,000000,1.1284000,1.1289500,1.1180000,1.1189000,7466000
20160617,000000,1.1234500,1.1265000,1.1224000,1.1259500,8393000
20160620,000000,1.1340000,1.1354500,1.1325000,1.1327000,8724000
20160621,000000,1.1348000,1.1349000,1.1315000,1.1326000,7251000
20160622,000000,1.1272500,1.1300000,1.1264000,1.1282500,9343000
20160623,000000,1.1336000,1.1414000,1.1320000,1.1387000,8833000
20160624,000000,1.1035000,1.1174000,1.1029500,1.1053000,32851000
20160627,000000,1.1057000,1.1075000,1.0981500,1.0990500,16518000
20160628,000000,1.1066000,1.1099500,1.1056500,1.1070000,9641000
20160629,000000,1.1067000,1.1099000,1.1057500,1.1078000,13410000
20160630,000000,1.1096500,1.1151500,1.1094000,1.1100000,12980000
20160701,000000,1.1087000,1.1128000,1.1087000,1.1120500,10206000
20160705,000000,1.1127500,1.1165000,1.1127500,1.1146500,7401000
20160706,000000,1.1069000,1.1076500,1.1044000,1.1051500,9329000
20160707,000000,1.1083000,1.1095500,1.1064000,1.1074000,15646000
20160708,000000,1.1078500,1.1079500,1.1060000,1.1065500,6249000
20160711,000000,1.1040000,1.1053000,1.1020000,1.1045500,13168000
20160712,000000,1.1102000,1.1123000,1.1080000,1.1094500,7194000
20160713,000000,1.1051500,1.1083000,1.1045000,1.1075000,6403000
20160714,000000,1.1106000,1.1158000,1.1091000,1.1153000,8030000
20160715,000000,1.1137000,1.1146500,1.1126000,1.1126500,5621000
20160718,000000,1.1057500,1.1060000,1.1038500,1.1060000,7025000
20160719,000000,1.1068000,1.1072000,1.1028500,1.1028500,10898000
20160720,000000,1.0987500,1.1015500,1.0983000,1.1006500,5126000
20160721,000000,1.1036500,1.1040500,1.1009000,1.1013000,11986000
20160722,000000,1.1023500,1.1035500,1.1015000,1.1016500,3670000
20160725,000000,1.0968500,1.0995500,1.0961000,1.0987500,15036000
20160726,000000,1.1004000,1.1018000,1.0997500,1.1001000,4793000
20160727,000000,1.0988000,1.1004000,1.0987000,1.0990000,6497000
20160728,000000,1.1089500,1.1112000,1.1080000,1.1081000,11323000
20160729,000000,1.1092500,1.1112500,1.1083500,1.1112000,7326000
20160801,000000,1.1163000,1.1173500,1.1154500,1.1154500,11883000
20160802,000000,1.1181500,1.1206500,1.1181500,1.1195000,6509000
20160803,000000,1.1204000,1.1211500,1.1192000,1.1201000,3835000
20160804,000000,1.1129500,1.1139500,1.1116500,1.1120500,9480000
20160805,000000,1.1140000,1.1157000,1.1133500,1.1156000,5556000
20160808,000000,1.1083500,1.1093000,1.1080000,1.1086500,6671000
20160809,000000,1.1077000,1.1095500,1.1070500,1.1077000,4715000
20160810,000000,1.1140500,1.1186500,1.1140000,1.1186500,4318000
20160811,000000,1.1165000,1.1167500,1.1138000,1.1142500,17113000
20160812,000000,1.1140500,1.1156500,1.1140500,1.1148000,3682000
20160815,000000,1.1167000,1.1175500,1.1165500,1.1173000,13108000
20160816,000000,1.1238500,1.1299000,1.1234000,1.1296000,4890000
20160817,000000,1.1261500,1.1275000,1.1257000,1.1272000,5790000
20160818,000000,1.1313500,1.1334500,1.1307000,1.1330500,10966000
20160819,000000,1.1345000,1.1345000,1.1306000,1.1319500,11816000
20160822,000000,1.1285500,1.1304500,1.1276500,1.1304500,5455000
20160823,000000,1.1340000,1.1351500,1.1325000,1.1343500,21450000
20160824,000000,1.1295000,1.1300000,1.1258000,1.1258000,10351000
20160825,000000,1.1264500,1.1296000,1.1264500,1.1287500,7589000
20160826,000000,1.1296000,1.1298500,1.1283000,1.1293000,12624000
20160829,000000,1.1195000,1.1195000,1.1171000,1.1173000,8370000
20160830,000000,1.1171000,1.1174000,1.1162000,1.1168500,13205000
20160831,000000,1.1136000,1.1150000,1.1132500,1.1137000,5530000
20160901,000000,1.1140500,1.1152000,1.1128500,1.1150000,4980000
20160902,000000,1.1189000,1.1197000,1.1173500,1.1190000,10685000
20160906,000000,1.1154500,1.1168500,1.1154500,1.1161000,5537000
20160907,000000,1.1246000,1.1251000,1.1238000,1.1241000,2785000
20160908,000000,1.1258500,1.1296000,1.1256000,1.1292500,28524000
20160909,000000,1.1270000,1.1275500,1.1261500,1.1262000,37524000
20160912,000000,1.1247000,1.1260000,1.1215000,1.1225000,12358000
20160913,000000,1.1224000,1.1238000,1.1221000,1.1232000,3119000
20160914,000000,1.1232500,1.1235500,1.1217000,1.1227000,5752000
20160915,000000,1.1225000,1.1248000,1.1220000,1.1242000,11744000
20160916,000000,1.1235500,1.1235500,1.1215000,1.1223000,7976000
20160919,000000,1.1163000,1.1171000,1.1151500,1.1160000,6060000
20160920,000000,1.1204000,1.1207000,1.1175500,1.1180500,10966000
20160921,000000,1.1141000,1.1156000,1.1140000,1.1148000,12756000
20160922,000000,1.1236500,1.1242500,1.1223000,1.1234500,11971000
20160923,000000,1.1210500,1.1217000,1.1195000,1.1216500,11157000
20160926,000000,1.1225500,1.1252500,1.1225500,1.1252000,17258000
20160927,000000,1.1243500,1.1253000,1.1226000,1.1226000,6712000
20160928,000000,1.1197500,1.1222000,1.1184500,1.1217000,23405000
20160929,000000,1.1221000,1.1223500,1.1209000,1.1220000,11717000
20160930,000000,1.1207500,1.1208000,1.1160000,1.1160000,42226000
20161003,000000,1.1226500,1.1237500,1.1223000,1.1234500,108739000
20161004,000000,1.1174000,1.1179000,1.1153500,1.1169000,8544000
20161005,000000,1.1220000,1.1230000,1.1215000,1.1215000,6630000
20161006,000000,1.1193000,1.1202000,1.1178500,1.1184000,13313000
20161007,000000,1.1114000,1.1144500,1.1106000,1.1144000,4490000
20161011,000000,1.1119000,1.1123500,1.1075000,1.1081500,10238000
20161012,000000,1.1040500,1.1051000,1.1015000,1.1022500,2681000
20161013,000000,1.1015000,1.1035500,1.0988500,1.1035000,4727000
20161014,000000,1.1013000,1.1023500,1.1002000,1.1002000,5485000
20161017,000000,1.0985500,1.0997500,1.0971500,1.0997500,11330000
20161018,000000,1.1014500,1.1020500,1.0998500,1.1001000,7870000
20161019,000000,1.0983000,1.1000000,1.0979000,1.0980000,6584000
20161020,000000,1.0966500,1.0984000,1.0966500,1.0984000,3344000
20161021,000000,1.0907000,1.0907000,1.0879000,1.0890000,10497000
20161024,000000,1.0884000,1.0899000,1.0874000,1.0890000,3743000
20161025,000000,1.0877000,1.0890000,1.0870000,1.0881000,6646000
20161026,000000,1.0905000,1.0931000,1.0900500,1.0914000,11410000
20161027,000000,1.0902000,1.0926500,1.0902000,1.0925000,4265000
20161028,000000,1.0917000,1.0924000,1.0906000,1.0922000,7931000
20161031,000000,1.0962500,1.0964000,1.0948000,1.0949500,14422000
20161101,000000,1.0966000,1.1006500,1.0966000,1.1006500,6298000
20161102,000000,1.1061500,1.1096500,1.1061000,1.1091000,9211000
20161103,000000,1.1113500,1.1125500,1.1065500,1.1073500,11046000
20161107,000000,1.1065500,1.1072000,1.1050000,1.1064500,3449000
20161108,000000,1.1045000,1.1062000,1.1044000,1.1044000,7871000
20161109,000000,1.1220000,1.1220000,1.1038000,1.1102000,15259000
20161110,000000,1.0938000,1.0943000,1.0893000,1.0899000,4930000
20161114,000000,1.0794500,1.0798000,1.0735000,1.0785000,7825000
20161115,000000,1.0766500,1.0816000,1.0766500,1.0772500,12935000
20161116,000000,1.0750000,1.0755000,1.0696000,1.0696000,9338000
20161117,000000,1.0690000,1.0737500,1.0690000,1.0733000,8823000
20161118,000000,1.0599000,1.0628000,1.0585000,1.0625000,10126000
20161121,000000,1.0608000,1.0645000,1.0605500,1.0632000,7870000
20161122,000000,1.0615000,1.0652000,1.0606500,1.0630000,4777000
20161123,000000,1.0636500,1.0640000,1.0608000,1.0623500,37803000
20161125,000000,1.0579000,1.0612000,1.0579000,1.0583500,3657000
20161128,000000,1.0642000,1.0665500,1.0602500,1.0602500,19255000
20161129,000000,1.0604500,1.0611500,1.0584000,1.0600000,8932000
20161130,000000,1.0630000,1.0665000,1.0623000,1.0647000,10330000
20161201,000000,1.0616500,1.0634000,1.0605000,1.0625000,15316000
20161202,000000,1.0677500,1.0678000,1.0641000,1.0646000,13146000
20161205,000000,1.0570000,1.0728500,1.0560000,1.0712500,46375000
20161206,000000,1.0740500,1.0785000,1.0730000,1.0733000,9920000
20161207,000000,1.0718500,1.0730500,1.0716000,1.0725500,10709000
20161208,000000,1.0765000,1.0798000,1.0762000,1.0782000,6554000
20161209,000000,1.0613500,1.0628500,1.0571000,1.0574000,14371000
20161212,000000,1.0560000,1.0614000,1.0560000,1.0606000,17778000
20161213,000000,1.0639000,1.0650000,1.0603500,1.0604000,29867000
20161214,000000,1.0649000,1.0662500,1.0614500,1.0646000,4604000
20161215,000000,1.0489000,1.0508500,1.0411500,1.0415500,16036000
20161216,000000,1.0441000,1.0470000,1.0435500,1.0446500,21813000
20161219,000000,1.0464500,1.0472000,1.0424000,1.0424000,5055000
20161220,000000,1.0384000,1.0394500,1.0377000,1.0378000,10854000
20161221,000000,1.0411500,1.0413500,1.0391000,1.0405500,12762000
20161222,000000,1.0442000,1.0468000,1.0431500,1.0460500,17732000
20161223,000000,1.0444500,1.0460000,1.0437500,1.0450000,11729000
20161227,000000,1.0446500,1.0454000,1.0441000,1.0450500,17299000
20161228,000000,1.0468000,1.0468000,1.0410000,1.0413000,8014000
20161229,000000,1.0450000,1.0468000,1.0432000,1.0442000,35580000
20161230,000000,1.0540000,1.0586000,1.0493500,1.0538000,35009000
20170109,000000,1.0532000,1.0550000,1.0514000,1.0526000,8865000
20170110,000000,1.0595000,1.0613500,1.0577500,1.0577500,24968000
20170111,000000,1.0560000,1.0560000,1.0518500,1.0521000,12261000
20170112,000000,1.0630000,1.0655500,1.0621500,1.0648000,11346000
20170113,000000,1.0626500,1.0655500,1.0626000,1.0647500,9270000
20170117,000000,1.0657000,1.0713000,1.0640500,1.0702000,10564000
20170118,000000,1.0676000,1.0703000,1.0676000,1.0685500,6335000
20170119,000000,1.0643500,1.0668500,1.0632000,1.0662000,13661000
20170120,000000,1.0682000,1.0689500,1.0631000,1.0640000,33957000
20170123,000000,1.0743000,1.0752500,1.0725500,1.0730000,9151000
20170124,000000,1.0738500,1.0750500,1.0731500,1.0741000,12342000
20170125,000000,1.0717000,1.0755000,1.0714000,1.0749500,14431000
20170126,000000,1.0745000,1.0745000,1.0713000,1.0731000,15124000
20170127,000000,1.0665500,1.0696500,1.0662000,1.0693500,8193000
20170130,000000,1.0718000,1.0718000,1.0662000,1.0662000,4094000
20170131,000000,1.0691000,1.0750000,1.0688000,1.0750000,13049000
20170201,000000,1.0784000,1.0798000,1.0775000,1.0798000,5364000
20170202,000000,1.0783000,1.0815000,1.0780500,1.0813000,20004000
20170203,000000,1.0756000,1.0763000,1.0727000,1.0728500,14443000
20170206,000000,1.0766000,1.0767000,1.0735000,1.0735000,11622000
20170207,000000,1.0695000,1.0698000,1.0657000,1.0674000,6068000
20170208,000000,1.0672000,1.0672000,1.0643500,1.0647500,13366000
20170209,000000,1.0674000,1.0707000,1.0673500,1.0680000,8699000
20170210,000000,1.0660500,1.0662000,1.0638000,1.0643500,10149000
20170213,000000,1.0630000,1.0656000,1.0630000,1.0637500,5830000
20170214,000000,1.0621500,1.0631000,1.0609500,1.0628500,5088000
20170215,000000,1.0577000,1.0579500,1.0546500,1.0558000,6645000
20170216,000000,1.0610500,1.0639000,1.0601000,1.0635000,7248000
20170217,000000,1.0672000,1.0672500,1.0637000,1.0644000,9203000
20170221,000000,1.0588500,1.0588500,1.0534000,1.0543500,21700000
20170222,000000,1.0527500,1.0528000,1.0497500,1.0497500,19639000
20170227,000000,1.0569000,1.0590500,1.0565000,1.0584000,11732000
20170228,000000,1.0595500,1.0605000,1.0580000,1.0598500,12002000
20170301,000000,1.0555000,1.0555000,1.0529500,1.0536000,7783000
20170302,000000,1.0526000,1.0544500,1.0521500,1.0521500,9658000
20170303,000000,1.0523500,1.0543000,1.0513500,1.0540500,5726000
20170306,000000,1.0599000,1.0633000,1.0581500,1.0581500,9862000
20170307,000000,1.0585000,1.0599500,1.0560000,1.0575000,10577000
20170309,000000,1.0535500,1.0567500,1.0530000,1.0564000,14831000
20170310,000000,1.0592000,1.0617000,1.0588500,1.0607000,5213000
20170313,000000,1.0710000,1.0710000,1.0665000,1.0667000,7568000
20170314,000000,1.0645000,1.0649000,1.0629000,1.0631500,12005000
20170315,000000,1.0626500,1.0637000,1.0621500,1.0621500,4357000
20170316,000000,1.0728500,1.0733500,1.0706500,1.0726000,10463000
20170317,000000,1.0778500,1.0778500,1.0733500,1.0737000,13664000
20170320,000000,1.0766000,1.0773000,1.0751000,1.0751500,13738000
20170321,000000,1.0775000,1.0809500,1.0775000,1.0808000,11718000
20170322,000000,1.0812000,1.0812000,1.0776000,1.0787000,11619000
20170323,000000,1.0798500,1.0802000,1.0770000,1.0784500,19984000
20170324,000000,1.0764000,1.0809500,1.0764000,1.0808000,21987000
20170327,000000,1.0858000,1.0874000,1.0854000,1.0874000,23599000
20170328,000000,1.0854500,1.0862500,1.0846500,1.0855000,14087000
20170329,000000,1.0800000,1.0800000,1.0750000,1.0753000,5369000
20170330,000000,1.0752500,1.0755500,1.0728500,1.0738000,35615000
20170331,000000,1.0679500,1.0695500,1.0669500,1.0684000,48150000
20170403,000000,1.0674000,1.0674000,1.0648500,1.0648500,8376000
20170404,000000,1.0655000,1.0661500,1.0635000,1.0648000,11534000
20170405,000000,1.0677000,1.0687500,1.0663500,1.0680000,11287000
20170406,000000,1.0677000,1.0677000,1.0633000,1.0657000,10303000
20170407,000000,1.0645500,1.0647500,1.0626500,1.0630000,12141000
20170410,000000,1.0582000,1.0588500,1.0572000,1.0576000,10780000
20170411,000000,1.0580000,1.0618000,1.0580000,1.0614500,9339000
20170412,000000,1.0615000,1.0620500,1.0598000,1.0601000,10461000
20170413,000000,1.0651000,1.0652500,1.0622500,1.0623000,14999000
20170418,000000,1.0650000,1.0682500,1.0646000,1.0682500,8367000
20170419,000000,1.0721000,1.0735000,1.0711000,1.0718500,11037000
20170420,000000,1.0740000,1.0772000,1.0737000,1.0744500,10584000
20170421,000000,1.0725500,1.0731500,1.0690500,1.0695000,8690000
20170424,000000,1.0845000,1.0875000,1.0835000,1.0848000,18420000
20170425,000000,1.0881500,1.0899000,1.0877000,1.0887000,8443000
20170426,000000,1.0929500,1.0930500,1.0883000,1.0893500,8421000
20170427,000000,1.0910000,1.0917000,1.0883000,1.0888000,13855000
20170428,000000,1.0886000,1.0943000,1.0882500,1.0931500,33337000
20170502,000000,1.0917000,1.0920500,1.0907000,1.0911000,9347000
20170503,000000,1.0917500,1.0920000,1.0907500,1.0911500,5230000
20170504,000000,1.0882000,1.0935500,1.0880000,1.0928000,10109000
20170505,000000,1.0975000,1.0980000,1.0956000,1.0956000,7914000
20170510,000000,1.0888000,1.0895000,1.0862500,1.0873500,4813000
20170511,000000,1.0877500,1.0890000,1.0862000,1.0862000,10972000
20170512,000000,1.0862500,1.0877000,1.0859500,1.0875000,4518000
20170515,000000,1.0943000,1.0970000,1.0937500,1.0968500,8425000
20170516,000000,1.1015500,1.1064500,1.1015500,1.1055500,6077000
20170517,000000,1.1110500,1.1117000,1.1083500,1.1109500,5275000
20170518,000000,1.1132000,1.1144000,1.1108500,1.1123500,16882000
20170519,000000,1.1126000,1.1180000,1.1126000,1.1179000,12897000
20170522,000000,1.1185000,1.1243000,1.1162500,1.1235000,9837000
20170523,000000,1.1227500,1.1266500,1.1220000,1.1220000,5185000
20170524,000000,1.1177500,1.1193500,1.1175500,1.1190000,14643000
20170525,000000,1.1228500,1.1248000,1.1207500,1.1213500,21065000
20170526,000000,1.1210000,1.1229000,1.1192000,1.1192000,17675000
20170530,000000,1.1129000,1.1180000,1.1129000,1.1180000,3177000
20170531,000000,1.1187000,1.1227500,1.1173500,1.1219000,6624000
20170601,000000,1.1241000,1.1241000,1.1219500,1.1220000,7543000
20170602,000000,1.1220000,1.1224500,1.1208000,1.1208000,6256000
20170605,000000,1.1260500,1.1277500,1.1236500,1.1240000,12547000
20170606,000000,1.1270000,1.1270000,1.1243500,1.1256000,2472000
20170607,000000,1.1270000,1.1272000,1.1208500,1.1210000,6273000
20170608,000000,1.1253000,1.1260000,1.1230000,1.1230000,6313000
20170609,000000,1.1194500,1.1196000,1.1172000,1.1176500,31428000
20170613,000000,1.1193000,1.1222000,1.1189000,1.1209000,15374000
20170614,000000,1.1219500,1.1219500,1.1200000,1.1203000,6286000
20170615,000000,1.1203000,1.1203000,1.1154500,1.1160500,16554000
20170616,000000,1.1151000,1.1179500,1.1149500,1.1156500,13261000
20170619,000000,1.1200500,1.1211500,1.1182000,1.1194500,18156000
20170620,000000,1.1148500,1.1164500,1.1142500,1.1145500,17126000
20170621,000000,1.1131500,1.1149000,1.1129500,1.1142500,10145000
20170622,000000,1.1167500,1.1173500,1.1156000,1.1161000,11216000
20170623,000000,1.1173000,1.1186500,1.1162500,1.1170000,10002000
20170626,000000,1.1194000,1.1206000,1.1171000,1.1183000,12759000
20170627,000000,1.1190500,1.1267000,1.1183000,1.1266000,15145000
20170628,000000,1.1353000,1.1387500,1.1353000,1.1368000,10500000
20170629,000000,1.1421000,1.1430500,1.1391500,1.1396000,16553000
20170630,000000,1.1422500,1.1426500,1.1392000,1.1404000,21356000
20170703,000000,1.1405000,1.1405000,1.1366500,1.1369000,7795000
20170705,000000,1.1362000,1.1364500,1.1320000,1.1332000,7063000
20170706,000000,1.1342000,1.1380500,1.1340500,1.1380000,14913000
20170707,000000,1.1413500,1.1422000,1.1408000,1.1408000,5607000
20170710,000000,1.1403000,1.1416500,1.1385000,1.1388500,5480000
20170711,000000,1.1394000,1.1399500,1.1385000,1.1394000,18162000
20170712,000000,1.1454000,1.1462000,1.1447500,1.1456500,3664000
20170713,000000,1.1445000,1.1449000,1.1373500,1.1407000,11558000
20170714,000000,1.1419000,1.1420500,1.1409000,1.1414500,11613000
20170717,000000,1.1453000,1.1468500,1.1436500,1.1468500,6259000
20170718,000000,1.1520500,1.1562500,1.1514500,1.1550000,7383000
20170719,000000,1.1527000,1.1537500,1.1518000,1.1525000,6195000
20170720,000000,1.1518500,1.1519000,1.1484500,1.1486500,10470000
20170721,000000,1.1662000,1.1669000,1.1636000,1.1642000,10911000
20170724,000000,1.1653000,1.1659500,1.1633000,1.1646000,9513000
